State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Nebraska,2020,202012,Mental health disorder,Outpatient,30237,97.0,
Nebraska,2020,202012,Substance use disorder,Outpatient,872,2.8,
Nebraska,2020,202012,Mental health disorder,Telehealth,16795,53.9,
Nebraska,2020,202012,Substance use disorder,Telehealth,1717,5.5,
Nevada,2018,201801,Mental health disorder,Emergency department,4105,5.9,
Nevada,2018,201801,Substance use disorder,Emergency department,6371,9.2,
Nevada,2018,201801,Mental health disorder,Inpatient,2822,4.1,
Nevada,2018,201801,Substance use disorder,Inpatient,3689,5.3,
Nevada,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,28944,41.8,
Nevada,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,10679,15.4,
Nevada,2018,201801,Mental health disorder,Outpatient,147744,213.5,
Nevada,2018,201801,Substance use disorder,Outpatient,3667,5.3,
Nevada,2018,201801,Mental health disorder,Telehealth,543,0.8,
Nevada,2018,201801,Substance use disorder,Telehealth,35,0.1,
Nevada,2018,201802,Mental health disorder,Emergency department,3922,5.7,
Nevada,2018,201802,Substance use disorder,Emergency department,5643,8.2,
Nevada,2018,201802,Mental health disorder,Inpatient,2630,3.8,
Nevada,2018,201802,Substance use disorder,Inpatient,3401,4.9,
Nevada,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,26371,38.1,
Nevada,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,9940,14.4,
Nevada,2018,201802,Mental health disorder,Outpatient,133641,193.3,
Nevada,2018,201802,Substance use disorder,Outpatient,3526,5.1,
Nevada,2018,201802,Mental health disorder,Telehealth,1250,1.8,
Nevada,2018,201802,Substance use disorder,Telehealth,23,0.0,
Nevada,2018,201803,Mental health disorder,Emergency department,4302,6.2,
Nevada,2018,201803,Substance use disorder,Emergency department,6339,9.2,
Nevada,2018,201803,Mental health disorder,Inpatient,3001,4.3,
Nevada,2018,201803,Substance use disorder,Inpatient,3711,5.4,
Nevada,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,28019,40.5,
Nevada,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,10531,15.2,
Nevada,2018,201803,Mental health disorder,Outpatient,146400,211.8,
Nevada,2018,201803,Substance use disorder,Outpatient,3968,5.7,
Nevada,2018,201803,Mental health disorder,Telehealth,1460,2.1,
Nevada,2018,201803,Substance use disorder,Telehealth,19,0.0,
Nevada,2018,201804,Mental health disorder,Emergency department,4454,6.4,
Nevada,2018,201804,Substance use disorder,Emergency department,6030,8.7,
Nevada,2018,201804,Mental health disorder,Inpatient,2923,4.2,
Nevada,2018,201804,Substance use disorder,Inpatient,3639,5.3,
Nevada,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,26131,37.7,
Nevada,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,10042,14.5,
Nevada,2018,201804,Mental health disorder,Outpatient,136630,197.1,
Nevada,2018,201804,Substance use disorder,Outpatient,3987,5.8,
Nevada,2018,201804,Mental health disorder,Telehealth,1546,2.2,
Nevada,2018,201804,Substance use disorder,Telehealth,28,0.0,
Nevada,2018,201805,Mental health disorder,Emergency department,4341,6.3,
Nevada,2018,201805,Substance use disorder,Emergency department,6448,9.3,
Nevada,2018,201805,Mental health disorder,Inpatient,3051,4.4,
Nevada,2018,201805,Substance use disorder,Inpatient,3790,5.5,
Nevada,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,18557,26.8,
Nevada,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,11178,16.1,
Nevada,2018,201805,Mental health disorder,Outpatient,143847,207.5,
Nevada,2018,201805,Substance use disorder,Outpatient,4272,6.2,
Nevada,2018,201805,Mental health disorder,Telehealth,1699,2.5,
Nevada,2018,201805,Substance use disorder,Telehealth,43,0.1,
Nevada,2018,201806,Mental health disorder,Emergency department,4111,5.9,
Nevada,2018,201806,Substance use disorder,Emergency department,6243,9.0,
Nevada,2018,201806,Mental health disorder,Inpatient,2877,4.2,
Nevada,2018,201806,Substance use disorder,Inpatient,3539,5.1,
Nevada,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,14306,20.6,
Nevada,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,10774,15.5,
Nevada,2018,201806,Mental health disorder,Outpatient,124465,179.6,
Nevada,2018,201806,Substance use disorder,Outpatient,4039,5.8,
Nevada,2018,201806,Mental health disorder,Telehealth,1762,2.5,
Nevada,2018,201806,Substance use disorder,Telehealth,51,0.1,
Nevada,2018,201807,Mental health disorder,Emergency department,4473,6.4,
Nevada,2018,201807,Substance use disorder,Emergency department,7095,10.2,
Nevada,2018,201807,Mental health disorder,Inpatient,2982,4.3,
Nevada,2018,201807,Substance use disorder,Inpatient,3862,5.6,
Nevada,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,13850,19.9,
Nevada,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,11037,15.9,
Nevada,2018,201807,Mental health disorder,Outpatient,114010,164.0,
Nevada,2018,201807,Substance use disorder,Outpatient,3900,5.6,
Nevada,2018,201807,Mental health disorder,Telehealth,2101,3.0,
Nevada,2018,201807,Substance use disorder,Telehealth,50,0.1,
Nevada,2018,201808,Mental health disorder,Emergency department,4703,6.8,
Nevada,2018,201808,Substance use disorder,Emergency department,6799,9.8,
Nevada,2018,201808,Mental health disorder,Inpatient,3255,4.7,
Nevada,2018,201808,Substance use disorder,Inpatient,3961,5.7,
Nevada,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,13888,19.9,
Nevada,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,11458,16.5,
Nevada,2018,201808,Mental health disorder,Outpatient,125158,179.7,
Nevada,2018,201808,Substance use disorder,Outpatient,4384,6.3,
Nevada,2018,201808,Mental health disorder,Telehealth,1797,2.6,
Nevada,2018,201808,Substance use disorder,Telehealth,32,0.0,
Nevada,2018,201809,Mental health disorder,Emergency department,4234,6.1,
Nevada,2018,201809,Substance use disorder,Emergency department,6149,8.9,
Nevada,2018,201809,Mental health disorder,Inpatient,2918,4.2,
Nevada,2018,201809,Substance use disorder,Inpatient,3572,5.1,
Nevada,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,13752,19.8,
Nevada,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,10390,15.0,
Nevada,2018,201809,Mental health disorder,Outpatient,111258,160.1,
Nevada,2018,201809,Substance use disorder,Outpatient,3458,5.0,
Nevada,2018,201809,Mental health disorder,Telehealth,1835,2.6,
Nevada,2018,201809,Substance use disorder,Telehealth,31,0.0,
Nevada,2018,201810,Mental health disorder,Emergency department,4322,6.2,
Nevada,2018,201810,Substance use disorder,Emergency department,6480,9.3,
Nevada,2018,201810,Mental health disorder,Inpatient,2997,4.3,
Nevada,2018,201810,Substance use disorder,Inpatient,3545,5.1,
Nevada,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,16060,23.1,
Nevada,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,12085,17.4,
Nevada,2018,201810,Mental health disorder,Outpatient,122542,176.5,
Nevada,2018,201810,Substance use disorder,Outpatient,4226,6.1,
Nevada,2018,201810,Mental health disorder,Telehealth,1949,2.8,
Nevada,2018,201810,Substance use disorder,Telehealth,42,0.1,
Nevada,2018,201811,Mental health disorder,Emergency department,4236,6.1,
Nevada,2018,201811,Substance use disorder,Emergency department,6181,8.9,
Nevada,2018,201811,Mental health disorder,Inpatient,2880,4.2,
Nevada,2018,201811,Substance use disorder,Inpatient,3488,5.0,
Nevada,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,13814,20.0,
Nevada,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,11241,16.3,
Nevada,2018,201811,Mental health disorder,Outpatient,114582,165.7,
Nevada,2018,201811,Substance use disorder,Outpatient,3981,5.8,
Nevada,2018,201811,Mental health disorder,Telehealth,1897,2.7,
Nevada,2018,201811,Substance use disorder,Telehealth,54,0.1,
Nevada,2018,201812,Mental health disorder,Emergency department,4042,5.9,
Nevada,2018,201812,Substance use disorder,Emergency department,6482,9.4,
Nevada,2018,201812,Mental health disorder,Inpatient,2301,3.3,
Nevada,2018,201812,Substance use disorder,Inpatient,2965,4.3,
Nevada,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,13182,19.1,
Nevada,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,10559,15.3,
Nevada,2018,201812,Mental health disorder,Outpatient,105456,153.0,
Nevada,2018,201812,Substance use disorder,Outpatient,3793,5.5,
Nevada,2018,201812,Mental health disorder,Telehealth,2398,3.5,
Nevada,2018,201812,Substance use disorder,Telehealth,86,0.1,
Nevada,2019,201901,Mental health disorder,Emergency department,4372,6.4,
Nevada,2019,201901,Substance use disorder,Emergency department,6751,9.8,
Nevada,2019,201901,Mental health disorder,Inpatient,2926,4.3,
Nevada,2019,201901,Substance use disorder,Inpatient,3686,5.4,
Nevada,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,11535,16.8,
Nevada,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,11698,17.0,
Nevada,2019,201901,Mental health disorder,Outpatient,112145,163.1,
Nevada,2019,201901,Substance use disorder,Outpatient,4488,6.5,
Nevada,2019,201901,Mental health disorder,Telehealth,1636,2.4,
Nevada,2019,201901,Substance use disorder,Telehealth,86,0.1,
Nevada,2019,201902,Mental health disorder,Emergency department,4003,5.8,
Nevada,2019,201902,Substance use disorder,Emergency department,5686,8.3,
Nevada,2019,201902,Mental health disorder,Inpatient,2614,3.8,
Nevada,2019,201902,Substance use disorder,Inpatient,3290,4.8,
Nevada,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,7471,10.9,
Nevada,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,10491,15.3,
Nevada,2019,201902,Mental health disorder,Outpatient,88496,129.1,
Nevada,2019,201902,Substance use disorder,Outpatient,3783,5.5,
Nevada,2019,201902,Mental health disorder,Telehealth,754,1.1,
Nevada,2019,201902,Substance use disorder,Telehealth,31,0.0,
Nevada,2019,201903,Mental health disorder,Emergency department,4352,6.4,
Nevada,2019,201903,Substance use disorder,Emergency department,6585,9.6,
Nevada,2019,201903,Mental health disorder,Inpatient,2841,4.2,
Nevada,2019,201903,Substance use disorder,Inpatient,3535,5.2,
Nevada,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,8704,12.7,
Nevada,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,11701,17.1,
Nevada,2019,201903,Mental health disorder,Outpatient,98408,144.1,
Nevada,2019,201903,Substance use disorder,Outpatient,4219,6.2,
Nevada,2019,201903,Mental health disorder,Telehealth,914,1.3,
Nevada,2019,201903,Substance use disorder,Telehealth,39,0.1,
Nevada,2019,201904,Mental health disorder,Emergency department,4402,6.5,
Nevada,2019,201904,Substance use disorder,Emergency department,6668,9.8,
Nevada,2019,201904,Mental health disorder,Inpatient,2769,4.1,
Nevada,2019,201904,Substance use disorder,Inpatient,3428,5.0,
Nevada,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,9714,14.2,
Nevada,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,12524,18.4,
Nevada,2019,201904,Mental health disorder,Outpatient,98249,144.0,
Nevada,2019,201904,Substance use disorder,Outpatient,3966,5.8,
Nevada,2019,201904,Mental health disorder,Telehealth,2649,3.9,
Nevada,2019,201904,Substance use disorder,Telehealth,65,0.1,
Nevada,2019,201905,Mental health disorder,Emergency department,4262,6.3,
Nevada,2019,201905,Substance use disorder,Emergency department,7023,10.3,
Nevada,2019,201905,Mental health disorder,Inpatient,2825,4.2,
Nevada,2019,201905,Substance use disorder,Inpatient,3548,5.2,
Nevada,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,9732,14.3,
Nevada,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,12013,17.7,
Nevada,2019,201905,Mental health disorder,Outpatient,98660,145.0,
Nevada,2019,201905,Substance use disorder,Outpatient,3696,5.4,
Nevada,2019,201905,Mental health disorder,Telehealth,2826,4.2,
Nevada,2019,201905,Substance use disorder,Telehealth,80,0.1,
Nevada,2019,201906,Mental health disorder,Emergency department,4047,6.0,
Nevada,2019,201906,Substance use disorder,Emergency department,7066,10.4,
Nevada,2019,201906,Mental health disorder,Inpatient,2781,4.1,
Nevada,2019,201906,Substance use disorder,Inpatient,3541,5.2,
Nevada,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,9201,13.5,
Nevada,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,11107,16.3,
Nevada,2019,201906,Mental health disorder,Outpatient,87004,128.1,
Nevada,2019,201906,Substance use disorder,Outpatient,3634,5.3,
Nevada,2019,201906,Mental health disorder,Telehealth,2261,3.3,
Nevada,2019,201906,Substance use disorder,Telehealth,82,0.1,
Nevada,2019,201907,Mental health disorder,Emergency department,4512,6.6,
Nevada,2019,201907,Substance use disorder,Emergency department,7173,10.5,
Nevada,2019,201907,Mental health disorder,Inpatient,2958,4.3,
Nevada,2019,201907,Substance use disorder,Inpatient,3777,5.5,
Nevada,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,10500,15.4,
Nevada,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,11770,17.3,
Nevada,2019,201907,Mental health disorder,Outpatient,94153,138.2,
Nevada,2019,201907,Substance use disorder,Outpatient,3711,5.4,
Nevada,2019,201907,Mental health disorder,Telehealth,2644,3.9,
Nevada,2019,201907,Substance use disorder,Telehealth,56,0.1,
Nevada,2019,201908,Mental health disorder,Emergency department,4487,6.6,
Nevada,2019,201908,Substance use disorder,Emergency department,7318,10.7,
Nevada,2019,201908,Mental health disorder,Inpatient,2892,4.2,
Nevada,2019,201908,Substance use disorder,Inpatient,3615,5.3,
Nevada,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,9693,14.2,
Nevada,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,12083,17.7,
Nevada,2019,201908,Mental health disorder,Outpatient,95153,139.6,
Nevada,2019,201908,Substance use disorder,Outpatient,3793,5.6,
Nevada,2019,201908,Mental health disorder,Telehealth,1599,2.3,
Nevada,2019,201908,Substance use disorder,Telehealth,68,0.1,
Nevada,2019,201909,Mental health disorder,Emergency department,4271,6.3,
Nevada,2019,201909,Substance use disorder,Emergency department,6938,10.2,
Nevada,2019,201909,Mental health disorder,Inpatient,2814,4.1,
Nevada,2019,201909,Substance use disorder,Inpatient,3420,5.0,
Nevada,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,9543,14.0,
Nevada,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,12056,17.7,
Nevada,2019,201909,Mental health disorder,Outpatient,89607,131.7,
Nevada,2019,201909,Substance use disorder,Outpatient,3717,5.5,
Nevada,2019,201909,Mental health disorder,Telehealth,1676,2.5,
Nevada,2019,201909,Substance use disorder,Telehealth,87,0.1,
Nevada,2019,201910,Mental health disorder,Emergency department,4481,6.6,
Nevada,2019,201910,Substance use disorder,Emergency department,7159,10.5,
Nevada,2019,201910,Mental health disorder,Inpatient,2907,4.3,
Nevada,2019,201910,Substance use disorder,Inpatient,3527,5.2,
Nevada,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,10926,16.0,
